,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
5766,2013-03-23,21201039,Final,1610612744,1610612764,2012,1610612744,101.0,0.493,0.773,0.5,25.0,42.0,1610612764,92.0,0.409,0.813,0.412,20.0,38.0,1,97.9,98.8,0.5,0.0,1
5789,2013-03-20,21201016,Final,1610612759,1610612744,2012,1610612759,104.0,0.482,0.933,0.308,27.0,38.0,1610612744,93.0,0.44,0.867,0.5,16.0,39.0,1,98.3,104.8,0.5,0.75,0
5804,2013-03-18,21201001,Final,1610612740,1610612744,2012,1610612740,72.0,0.337,1.0,0.176,17.0,41.0,1610612744,93.0,0.5,0.867,0.526,21.0,44.0,0,97.6,93.8,0.5,0.667,1
5810,2013-03-17,21200988,Final,1610612745,1610612744,2012,1610612745,78.0,0.326,0.813,0.257,16.0,48.0,1610612744,108.0,0.4579999999999999,0.778,0.5,27.0,50.0,0,97.3,109.6,0.5,0.5,1
5830,2013-03-15,21200978,Final,1610612744,1610612741,2012,1610612744,95.0,0.447,0.8,0.214,16.0,34.0,1610612741,113.0,0.518,0.8640000000000001,0.5,28.0,43.0,0,97.5,88.8,0.5,0.75,0
5843,2013-03-13,21200966,Final,1610612744,1610612765,2012,1610612744,105.0,0.569,0.6,0.444,27.0,42.0,1610612765,97.0,0.449,0.857,0.294,26.0,38.0,1,97.0,88.6,0.5,0.25,1
5856,2013-03-11,21200947,Final,1610612744,1610612752,2012,1610612744,92.0,0.41,0.708,0.55,16.0,59.0,1610612752,63.0,0.2739999999999999,0.643,0.185,12.0,42.0,1,98.5,98.2,0.5,0.5,1
5872,2013-03-09,21200933,Final,1610612744,1610612749,2012,1610612744,93.0,0.451,0.65,0.4,21.0,47.0,1610612749,103.0,0.487,0.737,0.4639999999999999,29.0,42.0,0,100.0,102.8,0.5,0.667,0
5884,2013-03-08,21200926,Final,1610612744,1610612745,2012,1610612744,88.0,0.379,0.65,0.429,18.0,51.0,1610612745,94.0,0.365,0.735,0.429,21.0,45.0,0,101.3,112.3,0.5,0.5,0
5900,2013-03-06,21200912,Final,1610612744,1610612758,2012,1610612744,87.0,0.36,0.862,0.348,19.0,46.0,1610612758,83.0,0.3979999999999999,0.75,0.3329999999999999,28.0,40.0,1,103.3,109.4,0.5,0.25,1
5910,2013-03-04,21200895,Final,1610612744,1610612761,2012,1610612744,125.0,0.573,0.821,0.471,33.0,38.0,1610612761,118.0,0.436,0.7709999999999999,0.346,16.0,47.0,1,99.9,95.2,0.5,0.3329999999999999,1
5920,2013-03-02,21200876,Final,1610612755,1610612744,2012,1610612755,104.0,0.518,0.444,0.667,29.0,48.0,1610612744,97.0,0.419,0.789,0.385,22.0,35.0,1,99.5,85.2,0.5,0.5,0
5927,2013-03-01,21200867,Final,1610612738,1610612744,2012,1610612738,94.0,0.48,0.679,0.2,24.0,44.0,1610612744,86.0,0.34,0.773,0.217,17.0,54.0,1,100.7,99.3,0.5,0.25,0
5942,2013-02-27,21200853,Final,1610612752,1610612744,2012,1610612752,109.0,0.414,0.7879999999999999,0.324,19.0,46.0,1610612744,105.0,0.5,0.857,0.556,14.0,38.0,1,101.1,97.5,0.5,0.5,0
5950,2013-02-26,21200844,Final,1610612754,1610612744,2012,1610612754,108.0,0.488,0.741,0.286,22.0,42.0,1610612744,97.0,0.434,0.792,0.5710000000000001,16.0,46.0,1,102.7,102.7,0.5,0.75,0
5962,2013-02-24,21200832,Final,1610612750,1610612744,2012,1610612750,99.0,0.435,0.774,0.091,23.0,41.0,1610612744,100.0,0.457,0.826,0.412,18.0,48.0,0,102.7,98.7,0.5,0.0,1
5988,2013-02-22,21200822,Final,1610612744,1610612759,2012,1610612744,107.0,0.415,0.8,0.238,25.0,57.0,1610612759,101.0,0.389,0.7190000000000001,0.182,17.0,50.0,1,102.8,105.3,0.5,0.75,1
6001,2013-02-20,21200808,Final,1610612744,1610612756,2012,1610612744,108.0,0.483,0.8240000000000001,0.5,29.0,44.0,1610612756,98.0,0.476,0.643,0.529,28.0,41.0,1,103.4,91.1,0.5,0.25,1
6008,2013-02-19,21200795,Final,1610612762,1610612744,2012,1610612762,115.0,0.5,0.818,0.476,23.0,35.0,1610612744,101.0,0.47,0.75,0.294,17.0,42.0,1,103.5,97.1,0.5,0.25,0
6030,2013-02-12,21200774,Final,1610612744,1610612745,2012,1610612744,107.0,0.452,0.742,0.4,25.0,46.0,1610612745,116.0,0.473,0.8,0.294,32.0,48.0,0,101.5,113.5,0.5,0.5,0
6051,2013-02-09,21200750,Final,1610612742,1610612744,2012,1610612742,116.0,0.494,0.763,0.55,25.0,44.0,1610612744,91.0,0.382,0.708,0.375,12.0,52.0,1,102.8,105.3,0.5,0.25,0
6060,2013-02-08,21200742,Final,1610612763,1610612744,2012,1610612763,99.0,0.456,0.826,0.4,26.0,43.0,1610612744,93.0,0.486,0.75,0.353,18.0,34.0,1,104.1,91.5,0.5,0.3329999999999999,0
6076,2013-02-06,21200729,Final,1610612760,1610612744,2012,1610612760,119.0,0.505,0.75,0.348,29.0,50.0,1610612744,98.0,0.409,0.75,0.5,25.0,49.0,1,105.9,108.9,0.5,1.0,0
6083,2013-02-05,21200718,Final,1610612745,1610612744,2012,1610612745,140.0,0.505,0.7140000000000001,0.575,35.0,48.0,1610612744,109.0,0.477,0.8,0.2,21.0,40.0,1,103.8,103.2,0.5,0.5,0
6104,2013-02-02,21200704,Final,1610612744,1610612756,2012,1610612744,113.0,0.506,0.7,0.474,34.0,47.0,1610612756,93.0,0.407,0.75,0.3329999999999999,22.0,48.0,1,100.0,94.4,0.5,0.25,1
6118,2013-01-31,21200683,Final,1610612744,1610612742,2012,1610612744,100.0,0.429,0.84,0.35,26.0,46.0,1610612742,97.0,0.444,0.708,0.32,25.0,47.0,1,100.5,107.8,0.5,0.25,1
6131,2013-01-29,21200666,Final,1610612739,1610612744,2012,1610612739,95.0,0.429,0.76,0.222,27.0,36.0,1610612744,108.0,0.536,0.7,0.688,31.0,39.0,0,100.0,99.1,0.5,0.3329999999999999,1
6135,2013-01-28,21200659,Final,1610612761,1610612744,2012,1610612761,102.0,0.4370000000000001,0.87,0.316,28.0,37.0,1610612744,114.0,0.535,0.8,0.4,22.0,49.0,0,97.3,101.6,0.5,0.3329999999999999,1
6154,2013-01-26,21200647,Final,1610612749,1610612744,2012,1610612749,109.0,0.406,0.7,0.433,24.0,58.0,1610612744,102.0,0.419,1.0,0.4639999999999999,25.0,50.0,1,96.0,100.0,0.5,0.667,0
6163,2013-01-25,21200636,Final,1610612741,1610612744,2012,1610612741,103.0,0.466,0.667,0.45,22.0,56.0,1610612744,87.0,0.346,0.879,0.211,12.0,37.0,1,98.8,96.9,0.5,0.75,0
6179,2013-01-23,21200628,Final,1610612744,1610612760,2012,1610612744,104.0,0.44,0.889,0.261,20.0,40.0,1610612760,99.0,0.462,0.815,0.313,20.0,39.0,1,98.5,107.5,0.5,1.0,1
6192,2013-01-21,21200610,Final,1610612744,1610612746,2012,1610612744,106.0,0.52,0.889,0.545,25.0,39.0,1610612746,99.0,0.4579999999999999,0.545,0.3670000000000001,32.0,39.0,1,97.5,99.4,0.5,0.3329999999999999,1
6203,2013-01-19,21200596,Final,1610612740,1610612744,2012,1610612740,112.0,0.57,0.565,0.375,30.0,37.0,1610612744,116.0,0.494,0.857,0.455,25.0,33.0,0,95.3,95.0,0.5,0.667,1
6214,2013-01-18,21200590,Final,1610612759,1610612744,2012,1610612759,95.0,0.45,0.9,0.2269999999999999,19.0,46.0,1610612744,88.0,0.429,0.857,0.25,23.0,42.0,1,98.0,102.7,0.5,0.75,0
6230,2013-01-16,21200579,Final,1610612744,1610612748,2012,1610612744,75.0,0.363,0.778,0.25,17.0,52.0,1610612748,92.0,0.4,0.667,0.276,24.0,51.0,0,102.0,99.5,0.5,1.0,0
6249,2013-01-13,21200553,Final,1610612743,1610612744,2012,1610612743,116.0,0.478,0.778,0.3329999999999999,27.0,44.0,1610612744,105.0,0.518,0.75,0.542,28.0,39.0,1,104.2,102.1,0.5,0.5,0
6270,2013-01-11,21200540,Final,1610612744,1610612757,2012,1610612744,103.0,0.477,0.833,0.4,28.0,47.0,1610612757,97.0,0.38,0.632,0.349,18.0,52.0,1,104.2,97.0,0.5,1.0,1
6284,2013-01-09,21200526,Final,1610612744,1610612763,2012,1610612744,87.0,0.465,0.7,0.412,23.0,38.0,1610612763,94.0,0.455,0.75,0.118,27.0,43.0,0,107.0,91.3,0.5,0.3329999999999999,0
6311,2013-01-05,21200498,Final,1610612746,1610612744,2012,1610612746,115.0,0.522,0.733,0.357,29.0,41.0,1610612744,89.0,0.444,0.769,0.25,19.0,30.0,1,106.6,101.3,0.5,0.3329999999999999,0
6336,2013-01-02,21200475,Final,1610612744,1610612746,2012,1610612744,115.0,0.5,0.8640000000000001,0.522,29.0,53.0,1610612746,94.0,0.363,0.718,0.276,24.0,38.0,1,104.8,101.1,0.5,0.3329999999999999,1
6363,2012-12-29,21200447,Final,1610612744,1610612738,2012,1610612744,101.0,0.521,0.813,0.632,21.0,46.0,1610612738,83.0,0.36,0.762,0.2269999999999999,18.0,38.0,1,105.1,93.6,0.5,0.25,1
6375,2012-12-28,21200436,Final,1610612744,1610612755,2012,1610612744,96.0,0.425,0.8079999999999999,0.412,20.0,52.0,1610612755,89.0,0.402,0.609,0.25,25.0,43.0,1,105.6,94.8,0.5,0.5,1
6387,2012-12-26,21200420,Final,1610612762,1610612744,2012,1610612762,83.0,0.386,0.682,0.235,17.0,44.0,1610612744,94.0,0.402,0.95,0.5,19.0,43.0,0,107.1,96.6,0.5,0.25,1
6409,2012-12-22,21200398,Final,1610612744,1610612747,2012,1610612744,115.0,0.447,0.867,0.345,26.0,47.0,1610612747,118.0,0.4579999999999999,0.7859999999999999,0.3329999999999999,33.0,49.0,0,106.0,104.4,0.5,0.6,0
6419,2012-12-21,21200389,Final,1610612744,1610612766,2012,1610612744,115.0,0.518,0.813,0.519,31.0,48.0,1610612766,100.0,0.3670000000000001,0.743,0.381,19.0,44.0,1,103.9,98.7,0.5,0.3329999999999999,1
6432,2012-12-19,21200375,Final,1610612758,1610612744,2012,1610612758,131.0,0.5,0.81,0.579,25.0,40.0,1610612744,127.0,0.5,0.88,0.5,21.0,42.0,1,101.5,94.1,0.5,0.25,0
6443,2012-12-18,21200365,Final,1610612744,1610612740,2012,1610612744,103.0,0.436,0.853,0.3329999999999999,25.0,44.0,1610612740,96.0,0.467,1.0,0.3329999999999999,23.0,33.0,1,101.8,88.5,0.5,0.667,1
6454,2012-12-15,21200337,Final,1610612737,1610612744,2012,1610612737,93.0,0.369,0.722,0.192,21.0,45.0,1610612744,115.0,0.495,0.875,0.417,32.0,54.0,0,99.9,100.6,0.5,0.75,1
6467,2012-12-14,21200330,Final,1610612753,1610612744,2012,1610612753,99.0,0.477,0.727,0.429,26.0,53.0,1610612744,85.0,0.37,0.909,0.35,19.0,49.0,1,100.5,94.9,0.5,0.75,0
6483,2012-12-12,21200314,Final,1610612748,1610612744,2012,1610612748,95.0,0.475,0.8,0.318,18.0,38.0,1610612744,97.0,0.4629999999999999,0.857,0.375,20.0,41.0,0,101.0,102.5,0.5,1.0,1
6497,2012-12-10,21200299,Final,1610612766,1610612744,2012,1610612766,96.0,0.373,0.7809999999999999,0.346,21.0,39.0,1610612744,104.0,0.452,0.87,0.4,28.0,46.0,0,101.1,96.0,0.5,0.3329999999999999,1
6509,2012-12-08,21200283,Final,1610612764,1610612744,2012,1610612764,97.0,0.425,0.609,0.36,23.0,37.0,1610612744,101.0,0.4320000000000001,0.815,0.409,22.0,57.0,0,101.9,93.5,0.5,0.0,1
6520,2012-12-07,21200272,Final,1610612751,1610612744,2012,1610612751,102.0,0.425,0.7390000000000001,0.3329999999999999,23.0,44.0,1610612744,109.0,0.511,0.8,0.474,24.0,47.0,0,101.6,95.5,0.5,0.25,1
6535,2012-12-05,21200261,Final,1610612765,1610612744,2012,1610612765,97.0,0.4429999999999999,0.677,0.286,22.0,44.0,1610612744,104.0,0.4529999999999999,0.794,0.375,24.0,35.0,0,100.4,94.3,0.5,0.25,1
6554,2012-12-03,21200250,Final,1610612744,1610612753,2012,1610612744,94.0,0.457,0.722,0.412,23.0,43.0,1610612753,102.0,0.435,0.875,0.348,29.0,43.0,0,101.1,95.3,0.5,0.75,0
6566,2012-12-01,21200242,Final,1610612744,1610612754,2012,1610612744,103.0,0.475,0.947,0.45,22.0,41.0,1610612754,92.0,0.4589999999999999,0.8,0.364,20.0,36.0,1,98.5,90.9,0.5,0.75,1
6579,2012-11-29,21200221,Final,1610612744,1610612743,2012,1610612744,106.0,0.512,0.769,0.444,29.0,43.0,1610612743,105.0,0.452,0.792,0.476,25.0,40.0,1,98.5,100.9,0.5,0.5,1
6617,2012-11-24,21200190,Final,1610612744,1610612750,2012,1610612744,96.0,0.423,0.828,0.286,18.0,48.0,1610612750,85.0,0.384,0.737,0.185,25.0,39.0,1,98.1,92.3,0.5,0.0,1
6626,2012-11-23,21200179,Final,1610612743,1610612744,2012,1610612743,102.0,0.476,0.5670000000000001,0.263,21.0,39.0,1610612744,91.0,0.4379999999999999,0.778,0.412,22.0,45.0,1,100.4,102.0,0.5,0.5,0
6643,2012-11-21,21200170,Final,1610612744,1610612751,2012,1610612744,102.0,0.5329999999999999,0.789,0.467,24.0,43.0,1610612751,93.0,0.4579999999999999,0.733,0.261,26.0,35.0,1,99.6,96.5,0.5,0.25,1
6651,2012-11-19,21200151,Final,1610612742,1610612744,2012,1610612742,101.0,0.43,0.708,0.476,24.0,43.0,1610612744,105.0,0.407,0.733,0.375,19.0,62.0,0,97.8,100.9,0.5,0.25,1
6658,2012-11-18,21200143,Final,1610612760,1610612744,2012,1610612760,119.0,0.506,0.846,0.65,31.0,40.0,1610612744,109.0,0.524,0.818,0.313,23.0,35.0,1,97.6,100.0,0.5,1.0,0
6674,2012-11-16,21200126,Final,1610612750,1610612744,2012,1610612750,98.0,0.43,0.7929999999999999,0.389,19.0,34.0,1610612744,106.0,0.506,0.6920000000000001,0.133,21.0,50.0,0,94.1,92.3,0.5,0.0,1
6691,2012-11-14,21200118,Final,1610612744,1610612737,2012,1610612744,92.0,0.465,0.84,0.278,23.0,44.0,1610612737,88.0,0.436,0.722,0.304,21.0,29.0,1,95.0,94.8,0.5,0.75,1
6719,2012-11-10,21200089,Final,1610612744,1610612743,2012,1610612744,101.0,0.382,0.609,0.36,23.0,54.0,1610612743,107.0,0.381,0.593,0.208,30.0,65.0,0,94.7,93.3,0.5,0.5,0
6732,2012-11-09,21200080,Final,1610612747,1610612744,2012,1610612747,101.0,0.4,0.75,0.286,22.0,58.0,1610612744,77.0,0.337,0.6,0.28,12.0,47.0,1,96.8,92.9,0.5,0.6,0
6747,2012-11-07,21200065,Final,1610612744,1610612739,2012,1610612744,106.0,0.5379999999999999,0.7390000000000001,0.278,28.0,44.0,1610612739,96.0,0.419,0.619,0.344,20.0,39.0,1,94.5,94.6,0.5,0.3329999999999999,1
6757,2012-11-05,21200048,Final,1610612758,1610612744,2012,1610612758,94.0,0.457,0.696,0.211,13.0,43.0,1610612744,92.0,0.397,0.857,0.286,21.0,38.0,1,96.3,95.6,0.5,0.25,0
6773,2012-11-03,21200036,Final,1610612746,1610612744,2012,1610612746,110.0,0.429,0.769,0.476,21.0,33.0,1610612744,114.0,0.488,0.718,0.25,22.0,48.0,0,95.0,96.7,0.5,0.3329999999999999,1
6785,2012-11-02,21200026,Final,1610612744,1610612763,2012,1610612744,94.0,0.45,0.706,0.5,21.0,36.0,1610612763,104.0,0.455,0.8240000000000001,0.462,22.0,40.0,0,93.7,95.2,0.5,0.3329999999999999,0
6793,2012-10-31,21200010,Final,1610612756,1610612744,2012,1610612756,85.0,0.4,0.773,0.19,16.0,44.0,1610612744,87.0,0.384,0.696,0.294,19.0,49.0,0,94.3,98.1,0.5,0.25,1
6822,2012-10-23,11200098,Final,1610612744,1610612756,2012,1610612744,107.0,0.569,0.607,0.5,28.0,37.0,1610612756,92.0,0.4589999999999999,0.5,0.318,27.0,39.0,1,93.2,99.1,0.5,0.25,1
6828,2012-10-22,11200094,Final,1610612746,1610612744,2012,1610612746,88.0,0.4039999999999999,0.522,0.235,25.0,52.0,1610612744,71.0,0.3289999999999999,0.6,0.353,16.0,52.0,1,95.5,91.7,0.5,0.3329999999999999,0
6846,2012-10-19,11200076,Final,1610612757,1610612744,2012,1610612757,97.0,0.4370000000000001,0.8859999999999999,0.235,15.0,35.0,1610612744,101.0,0.5,0.769,0.368,23.0,39.0,0,94.1,95.6,0.5,1.0,1
6855,2012-10-17,11200063,Final,1610612758,1610612744,2012,1610612758,88.0,0.3329999999999999,0.833,0.143,9.0,40.0,1610612744,98.0,0.456,0.63,0.391,20.0,42.0,0,94.2,103.9,0.5,0.25,1
6868,2012-10-15,11200049,Final,1610612743,1610612744,2012,1610612743,104.0,0.3979999999999999,0.735,0.321,23.0,52.0,1610612744,98.0,0.481,0.591,0.55,17.0,41.0,1,94.8,101.1,0.5,0.5,0
6899,2012-10-08,11200013,Final,1610612744,1610612762,2012,1610612744,83.0,0.4679999999999999,0.6,0.2,28.0,39.0,1610612762,80.0,0.375,0.75,0.417,20.0,43.0,1,96.8,99.1,0.5,0.25,1
6903,2012-10-07,11200009,Final,1610612747,1610612744,2012,1610612747,83.0,0.3939999999999999,0.71,0.455,21.0,38.0,1610612744,110.0,0.562,0.594,0.563,21.0,40.0,0,96.8,92.1,0.5,0.6,1
7001,2012-04-26,21100990,Final,1610612744,1610612759,2011,1610612744,101.0,0.517,0.75,0.25,25.0,42.0,1610612759,107.0,0.4379999999999999,0.8240000000000001,0.29,27.0,54.0,0,95.1,112.4,0.406,0.875,0
7013,2012-04-24,21100970,Final,1610612744,1610612740,2011,1610612744,81.0,0.418,0.6920000000000001,0.429,18.0,37.0,1610612740,83.0,0.4370000000000001,0.613,0.4,22.0,43.0,0,98.2,95.1,0.406,0.5760000000000001,0
7026,2012-04-22,21100957,Final,1610612750,1610612744,2011,1610612750,88.0,0.366,1.0,0.2689999999999999,18.0,46.0,1610612744,93.0,0.446,0.6,0.313,18.0,45.0,0,98.7,94.4,0.406,0.242,1
7034,2012-04-21,21100948,Final,1610612745,1610612744,2011,1610612745,99.0,0.476,0.6,0.385,22.0,40.0,1610612744,96.0,0.493,0.8640000000000001,0.313,17.0,36.0,1,98.8,100.2,0.406,0.5,0
7040,2012-04-20,21100940,Final,1610612742,1610612744,2011,1610612742,104.0,0.469,0.962,0.158,19.0,52.0,1610612744,94.0,0.446,0.524,0.474,23.0,35.0,1,98.8,102.1,0.406,0.774,0
7061,2012-04-18,21100931,Final,1610612744,1610612747,2011,1610612744,87.0,0.422,0.7,0.211,23.0,40.0,1610612747,99.0,0.4679999999999999,0.75,0.25,34.0,55.0,0,101.3,103.3,0.406,0.6970000000000001,0
7077,2012-04-16,21100912,Final,1610612744,1610612759,2011,1610612744,99.0,0.409,0.882,0.4,24.0,47.0,1610612759,120.0,0.391,0.8370000000000001,0.444,27.0,55.0,0,101.4,106.3,0.406,0.875,0
7087,2012-04-14,21100886,Final,1610612746,1610612744,2011,1610612746,112.0,0.5429999999999999,0.467,0.455,22.0,41.0,1610612744,104.0,0.4629999999999999,0.7140000000000001,0.484,22.0,39.0,1,99.7,99.0,0.406,0.303,0
7110,2012-04-12,21100873,Final,1610612744,1610612742,2011,1610612744,103.0,0.469,0.87,0.389,27.0,46.0,1610612742,112.0,0.5,0.75,0.375,30.0,42.0,0,99.5,92.9,0.406,0.774,0
7121,2012-04-11,21100868,Final,1610612757,1610612744,2011,1610612757,118.0,0.477,0.857,0.435,17.0,45.0,1610612744,110.0,0.522,0.727,0.5,27.0,38.0,1,97.2,98.0,0.406,0.515,0
7135,2012-04-09,21100849,Final,1610612743,1610612744,2011,1610612743,123.0,0.545,0.75,0.5,35.0,60.0,1610612744,84.0,0.369,0.7140000000000001,0.48,21.0,27.0,1,99.9,101.9,0.406,0.581,0
7153,2012-04-07,21100834,Final,1610612744,1610612743,2011,1610612744,112.0,0.523,0.75,0.381,25.0,41.0,1610612743,97.0,0.4629999999999999,0.75,0.32,22.0,35.0,1,97.0,101.7,0.406,0.581,1
7163,2012-04-06,21100824,Final,1610612762,1610612744,2011,1610612762,104.0,0.481,0.88,0.375,23.0,39.0,1610612744,98.0,0.4529999999999999,0.917,0.409,22.0,41.0,1,97.3,104.7,0.406,0.667,0
7176,2012-04-04,21100806,Final,1610612750,1610612744,2011,1610612750,94.0,0.425,0.688,0.29,20.0,49.0,1610612744,97.0,0.477,0.688,0.25,24.0,37.0,0,96.9,102.0,0.406,0.242,1
7186,2012-04-03,21100796,Final,1610612763,1610612744,2011,1610612763,98.0,0.4629999999999999,0.625,0.529,20.0,41.0,1610612744,94.0,0.4629999999999999,0.688,0.389,18.0,41.0,1,96.7,97.2,0.406,0.4379999999999999,0
7202,2012-04-01,21100784,Final,1610612747,1610612744,2011,1610612747,120.0,0.537,0.71,0.526,31.0,50.0,1610612744,112.0,0.489,0.867,0.524,31.0,29.0,1,95.3,100.0,0.406,0.6970000000000001,0
7222,2012-03-30,21100768,Final,1610612744,1610612751,2011,1610612744,100.0,0.526,0.813,0.467,26.0,32.0,1610612751,102.0,0.4320000000000001,0.8,0.4,28.0,44.0,0,95.6,92.0,0.406,0.273,0
7236,2012-03-28,21100752,Final,1610612744,1610612740,2011,1610612744,87.0,0.446,0.733,0.357,19.0,33.0,1610612740,102.0,0.544,0.643,0.636,26.0,39.0,0,98.4,91.5,0.406,0.5760000000000001,0
7243,2012-03-27,21100742,Final,1610612744,1610612747,2011,1610612744,101.0,0.429,0.944,0.316,22.0,35.0,1610612747,104.0,0.419,0.794,0.25,23.0,52.0,0,98.0,103.3,0.406,0.6970000000000001,0
7259,2012-03-25,21100725,Final,1610612757,1610612744,2011,1610612757,90.0,0.365,0.667,0.3329999999999999,20.0,42.0,1610612744,87.0,0.4320000000000001,0.941,0.318,18.0,44.0,1,100.4,91.9,0.406,0.515,0
7269,2012-03-24,21100718,Final,1610612744,1610612758,2011,1610612744,111.0,0.489,0.857,0.3329999999999999,30.0,39.0,1610612758,108.0,0.473,0.778,0.067,23.0,47.0,1,98.5,108.1,0.406,0.207,1
7284,2012-03-22,21100696,Final,1610612745,1610612744,2011,1610612745,109.0,0.471,0.852,0.353,23.0,48.0,1610612744,83.0,0.415,0.9,0.375,21.0,32.0,1,102.2,100.7,0.406,0.5,0
7292,2012-03-21,21100688,Final,1610612740,1610612744,2011,1610612740,92.0,0.494,0.7859999999999999,0.3329999999999999,31.0,47.0,1610612744,101.0,0.4379999999999999,0.9,0.483,27.0,33.0,0,99.6,90.8,0.406,0.5760000000000001,1
7309,2012-03-19,21100675,Final,1610612744,1610612750,2011,1610612744,93.0,0.425,0.75,0.385,22.0,33.0,1610612750,97.0,0.473,0.7829999999999999,0.429,24.0,48.0,0,98.6,103.2,0.406,0.242,0
7325,2012-03-17,21100661,Final,1610612762,1610612744,2011,1610612762,99.0,0.416,0.813,0.154,20.0,65.0,1610612744,92.0,0.413,0.8,0.24,14.0,40.0,1,97.9,102.2,0.406,0.667,0
7336,2012-03-16,21100653,Final,1610612744,1610612749,2011,1610612744,98.0,0.4429999999999999,0.9,0.455,23.0,35.0,1610612749,120.0,0.484,0.909,0.455,33.0,54.0,0,95.9,105.2,0.406,0.4,0
7353,2012-03-14,21100637,Final,1610612744,1610612738,2011,1610612744,103.0,0.526,0.8420000000000001,0.238,25.0,33.0,1610612738,105.0,0.513,0.905,0.462,32.0,37.0,0,96.2,97.4,0.406,0.774,0
7361,2012-03-13,21100625,Final,1610612758,1610612744,2011,1610612758,89.0,0.402,0.762,0.368,11.0,44.0,1610612744,115.0,0.505,0.733,0.5,20.0,45.0,0,95.1,104.5,0.406,0.207,1
7376,2012-03-11,21100610,Final,1610612746,1610612744,2011,1610612746,93.0,0.43,0.5429999999999999,0.316,21.0,42.0,1610612744,97.0,0.514,0.81,0.5329999999999999,22.0,37.0,0,95.7,100.2,0.406,0.303,1
7385,2012-03-10,21100602,Final,1610612744,1610612742,2011,1610612744,111.0,0.541,0.84,0.4,23.0,44.0,1610612742,87.0,0.373,0.8079999999999999,0.435,20.0,39.0,1,93.3,92.8,0.406,0.774,1
7410,2012-03-07,21100581,Final,1610612744,1610612763,2011,1610612744,92.0,0.4429999999999999,0.609,0.444,23.0,39.0,1610612763,110.0,0.525,0.905,0.368,33.0,47.0,0,93.2,97.3,0.406,0.4379999999999999,0
7418,2012-03-05,21100555,Final,1610612764,1610612744,2011,1610612764,100.0,0.424,0.556,0.364,25.0,47.0,1610612744,120.0,0.542,0.938,0.652,27.0,47.0,0,91.4,100.4,0.406,0.258,1
7428,2012-03-04,21100548,Final,1610612761,1610612744,2011,1610612761,83.0,0.3720000000000001,0.875,0.4,19.0,51.0,1610612744,75.0,0.363,0.684,0.211,17.0,41.0,1,94.5,94.3,0.406,0.344,0
7445,2012-03-02,21100532,Final,1610612755,1610612744,2011,1610612755,105.0,0.472,0.813,0.471,21.0,51.0,1610612744,83.0,0.402,0.857,0.278,18.0,39.0,1,97.1,87.5,0.406,0.3939999999999999,0
7460,2012-02-29,21100516,Final,1610612737,1610612744,2011,1610612737,82.0,0.337,0.615,0.222,17.0,50.0,1610612744,85.0,0.41,0.941,0.083,20.0,53.0,0,100.2,86.3,0.406,0.6,1
7469,2012-02-28,21100504,Final,1610612754,1610612744,2011,1610612754,102.0,0.44,0.7190000000000001,0.455,21.0,54.0,1610612744,78.0,0.341,0.708,0.136,15.0,45.0,1,103.0,98.9,0.406,0.452,0
7491,2012-02-22,21100496,Final,1610612756,1610612744,2011,1610612756,104.0,0.478,0.7,0.211,23.0,51.0,1610612744,106.0,0.4639999999999999,0.8640000000000001,0.45,19.0,40.0,0,104.3,98.5,0.406,0.452,1
7509,2012-02-20,21100480,Final,1610612744,1610612746,2011,1610612744,104.0,0.4579999999999999,0.792,0.391,22.0,38.0,1610612746,97.0,0.429,0.741,0.423,14.0,46.0,1,103.2,95.4,0.406,0.303,1
7522,2012-02-18,21100458,Final,1610612763,1610612744,2011,1610612763,104.0,0.507,0.684,0.4,16.0,45.0,1610612744,103.0,0.4270000000000001,0.778,0.462,18.0,31.0,1,103.8,92.6,0.406,0.4379999999999999,0
7532,2012-02-17,21100453,Final,1610612760,1610612744,2011,1610612760,110.0,0.527,0.815,0.417,24.0,44.0,1610612744,87.0,0.348,0.857,0.304,18.0,43.0,1,105.2,103.0,0.406,0.6759999999999999,0
7549,2012-02-15,21100440,Final,1610612744,1610612757,2011,1610612744,91.0,0.474,0.75,0.368,24.0,39.0,1610612757,93.0,0.405,0.882,0.455,23.0,41.0,0,105.1,101.9,0.406,0.515,0
7565,2012-02-13,21100419,Final,1610612744,1610612756,2011,1610612744,102.0,0.4529999999999999,0.81,0.389,17.0,44.0,1610612756,96.0,0.4629999999999999,0.789,0.2,29.0,42.0,1,104.0,94.5,0.406,0.452,1
7570,2012-02-12,21100412,Final,1610612744,1610612745,2011,1610612744,106.0,0.506,0.722,0.542,24.0,35.0,1610612745,97.0,0.413,0.727,0.379,22.0,47.0,1,103.4,98.6,0.406,0.5,1
7593,2012-02-09,21100385,Final,1610612743,1610612744,2011,1610612743,101.0,0.435,0.667,0.375,28.0,39.0,1610612744,109.0,0.519,0.636,0.52,22.0,41.0,0,103.0,102.2,0.406,0.581,1
