,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN
12103,2008-11-07,20800077,Final,1610612744,1610612763,2008,1610612744,104.0,0.429,0.698,0.1669999999999999,18.0,41.0,1610612763,109.0,0.461,0.733,0.294,20.0,55.0,0,104.4,88.9,0.594,0.267,0
12118,2008-11-05,20800062,Final,1610612744,1610612743,2008,1610612744,111.0,0.467,0.6940000000000001,0.125,21.0,46.0,1610612743,101.0,0.4429999999999999,0.84,0.133,25.0,48.0,1,105.4,103.1,0.594,0.6,1
12126,2008-11-03,20800045,Final,1610612763,1610612744,2008,1610612763,90.0,0.462,0.667,0.444,22.0,47.0,1610612744,79.0,0.344,0.7140000000000001,0.15,15.0,48.0,1,109.1,87.6,0.594,0.267,0
12136,2008-11-01,20800031,Final,1610612751,1610612744,2008,1610612751,97.0,0.422,0.75,0.3,22.0,45.0,1610612744,105.0,0.421,0.654,0.368,18.0,41.0,0,110.8,98.6,0.594,0.467,1
12146,2008-10-31,20800020,Final,1610612761,1610612744,2008,1610612761,112.0,0.513,0.867,0.5,24.0,36.0,1610612744,108.0,0.447,0.684,0.379,20.0,46.0,1,110.5,93.9,0.594,0.531,0
12165,2008-10-29,20800014,Final,1610612744,1610612740,2008,1610612744,103.0,0.439,0.688,0.391,18.0,39.0,1610612740,108.0,0.5,0.7040000000000001,0.412,23.0,42.0,0,114.2,96.2,0.594,0.645,0
12218,2008-10-17,10800070,Final,1610612744,1610612749,2008,1610612744,109.0,0.527,0.688,0.474,22.0,41.0,1610612749,108.0,0.465,0.909,0.444,24.0,35.0,1,112.9,93.9,0.594,0.3670000000000001,1
12224,2008-10-15,10800058,Final,1610612749,1610612744,2008,1610612749,98.0,0.417,0.579,0.429,21.0,45.0,1610612744,94.0,0.421,0.733,0.381,16.0,44.0,1,115.2,94.5,0.594,0.3670000000000001,0
12246,2008-10-11,10800038,Final,1610612744,1610612760,2008,1610612744,122.0,0.485,0.792,0.389,27.0,53.0,1610612760,102.0,0.386,0.711,0.313,18.0,47.0,1,111.6,93.0,0.594,0.29,1
12270,2008-10-08,10800017,Final,1610612757,1610612744,2008,1610612757,95.0,0.369,0.794,0.353,22.0,50.0,1610612744,110.0,0.481,0.7,0.267,20.0,40.0,0,109.8,94.7,0.594,0.581,1
12279,2008-10-05,10800002,Final,1610612740,1610612744,2008,1610612740,106.0,0.479,0.7140000000000001,0.19,25.0,45.0,1610612744,103.0,0.482,0.682,0.364,22.0,42.0,1,110.9,92.8,0.594,0.645,0
12366,2008-04-16,20701230,Final,1610612744,1610612760,2007,1610612744,121.0,0.4270000000000001,0.75,0.3329999999999999,24.0,50.0,1610612760,126.0,0.5529999999999999,0.773,0.5,32.0,55.0,0,110.0,93.6,0.5,0.406,0
12386,2008-04-14,20701209,Final,1610612756,1610612744,2007,1610612756,122.0,0.524,0.6829999999999999,0.381,24.0,52.0,1610612744,116.0,0.442,0.7,0.435,21.0,43.0,1,109.5,109.4,0.5,0.7240000000000001,0
12401,2008-04-12,20701196,Final,1610612744,1610612746,2007,1610612744,122.0,0.473,0.794,0.36,24.0,44.0,1610612746,116.0,0.4479999999999999,0.789,0.308,27.0,50.0,1,109.2,93.1,0.5,0.467,1
12422,2008-04-10,20701173,Final,1610612744,1610612743,2007,1610612744,105.0,0.42,0.625,0.222,25.0,52.0,1610612743,114.0,0.506,0.75,0.474,21.0,44.0,0,110.2,121.3,0.5,0.5710000000000001,0
12443,2008-04-08,20701163,Final,1610612744,1610612758,2007,1610612744,140.0,0.523,0.769,0.417,28.0,48.0,1610612758,132.0,0.529,0.85,0.5,21.0,31.0,1,106.8,105.4,0.5,0.4639999999999999,1
12453,2008-04-06,20701149,Final,1610612740,1610612744,2007,1610612740,108.0,0.506,0.733,0.391,31.0,44.0,1610612744,96.0,0.4529999999999999,0.778,0.103,20.0,43.0,1,108.8,105.7,0.5,0.4,0
12465,2008-04-04,20701130,Final,1610612763,1610612744,2007,1610612763,86.0,0.391,0.591,0.2269999999999999,14.0,39.0,1610612744,117.0,0.5379999999999999,0.846,0.4,25.0,55.0,0,107.6,108.1,0.5,0.2189999999999999,1
12475,2008-04-02,20701120,Final,1610612742,1610612744,2007,1610612742,111.0,0.479,0.875,0.3329999999999999,35.0,56.0,1610612744,86.0,0.384,0.8420000000000001,0.25,10.0,38.0,1,110.0,100.8,0.5,0.774,0
12490,2008-04-01,20701110,Final,1610612759,1610612744,2007,1610612759,116.0,0.551,0.583,0.4579999999999999,25.0,54.0,1610612744,92.0,0.375,0.818,0.4,8.0,37.0,1,112.3,97.1,0.5,0.742,0
12498,2008-03-30,20701096,Final,1610612744,1610612742,2007,1610612744,114.0,0.471,0.778,0.286,18.0,46.0,1610612742,104.0,0.449,0.875,0.353,28.0,37.0,1,112.6,103.0,0.5,0.774,1
12507,2008-03-29,20701087,Final,1610612743,1610612744,2007,1610612743,119.0,0.46,0.759,0.208,36.0,58.0,1610612744,112.0,0.4039999999999999,0.857,0.3329999999999999,24.0,51.0,1,111.8,122.1,0.5,0.5710000000000001,0
12524,2008-03-27,20701072,Final,1610612744,1610612757,2007,1610612744,111.0,0.4639999999999999,0.846,0.4579999999999999,20.0,46.0,1610612757,95.0,0.402,0.941,0.563,22.0,41.0,1,114.1,96.9,0.5,0.419,1
12552,2008-03-24,20701051,Final,1610612744,1610612747,2007,1610612744,119.0,0.4370000000000001,0.75,0.379,22.0,55.0,1610612747,123.0,0.451,0.826,0.3429999999999999,27.0,53.0,0,113.1,110.5,0.5,0.645,0
12555,2008-03-23,20701043,Final,1610612747,1610612744,2007,1610612747,111.0,0.411,0.862,0.296,26.0,60.0,1610612744,115.0,0.4270000000000001,0.853,0.4,19.0,43.0,0,115.1,110.2,0.5,0.645,1
12577,2008-03-21,20701028,Final,1610612744,1610612745,2007,1610612744,106.0,0.462,0.667,0.3329999999999999,17.0,48.0,1610612745,109.0,0.476,0.8079999999999999,0.364,22.0,41.0,0,115.5,94.9,0.5,0.613,0
12590,2008-03-19,20701015,Final,1610612746,1610612744,2007,1610612746,100.0,0.455,0.674,0.071,18.0,39.0,1610612744,116.0,0.516,0.722,0.45,20.0,42.0,0,115.8,92.6,0.5,0.467,1
12596,2008-03-18,20701004,Final,1610612758,1610612744,2007,1610612758,122.0,0.58,0.767,0.313,25.0,48.0,1610612744,105.0,0.409,0.632,0.185,15.0,43.0,1,115.8,107.5,0.5,0.4639999999999999,0
12620,2008-03-15,20700983,Final,1610612744,1610612763,2007,1610612744,110.0,0.494,0.6920000000000001,0.417,25.0,47.0,1610612763,107.0,0.46,0.7240000000000001,0.4,20.0,44.0,1,115.8,95.5,0.5,0.2189999999999999,1
12633,2008-03-13,20700965,Final,1610612756,1610612744,2007,1610612756,123.0,0.5489999999999999,0.75,0.5,27.0,46.0,1610612744,115.0,0.41,0.792,0.4,17.0,46.0,1,116.2,106.9,0.5,0.7240000000000001,0
12644,2008-03-12,20700962,Final,1610612744,1610612761,2007,1610612744,117.0,0.557,0.778,0.217,32.0,40.0,1610612761,106.0,0.5,0.85,0.385,22.0,38.0,1,115.4,105.6,0.5,0.419,1
12666,2008-03-08,20700927,Final,1610612753,1610612744,2007,1610612753,95.0,0.4529999999999999,0.708,0.476,17.0,42.0,1610612744,104.0,0.4039999999999999,0.846,0.25,16.0,44.0,0,117.0,108.2,0.5,0.563,1
12677,2008-03-07,20700916,Final,1610612748,1610612744,2007,1610612748,99.0,0.457,0.7829999999999999,0.292,17.0,36.0,1610612744,134.0,0.541,0.75,0.433,26.0,51.0,0,115.6,98.5,0.5,0.433,1
12689,2008-03-05,20700898,Final,1610612766,1610612744,2007,1610612766,118.0,0.426,0.7070000000000001,0.409,14.0,52.0,1610612744,109.0,0.488,0.7,0.296,12.0,43.0,1,115.2,96.7,0.5,0.3,0
12700,2008-03-04,20700889,Final,1610612737,1610612744,2007,1610612737,118.0,0.506,0.825,0.4379999999999999,24.0,38.0,1610612744,135.0,0.545,0.8,0.531,28.0,39.0,0,112.5,98.3,0.5,0.31,1
12720,2008-03-02,20700884,Final,1610612744,1610612757,2007,1610612744,110.0,0.467,0.85,0.36,19.0,44.0,1610612757,104.0,0.476,0.731,0.313,21.0,48.0,1,114.2,91.1,0.5,0.419,1
12736,2008-02-29,20700867,Final,1610612744,1610612755,2007,1610612744,119.0,0.511,0.737,0.379,30.0,45.0,1610612755,97.0,0.4039999999999999,0.636,0.3,23.0,50.0,1,113.9,100.2,0.5,0.267,1
12759,2008-02-26,20700844,Final,1610612744,1610612760,2007,1610612744,105.0,0.441,0.818,0.286,24.0,42.0,1610612760,99.0,0.506,0.6920000000000001,0.0,30.0,52.0,1,114.1,97.8,0.5,0.406,1
12792,2008-02-22,20700814,Final,1610612744,1610612737,2007,1610612744,110.0,0.479,0.706,0.231,20.0,40.0,1610612737,117.0,0.467,0.852,0.435,26.0,53.0,0,113.7,95.8,0.5,0.31,0
12806,2008-02-20,20700799,Final,1610612744,1610612738,2007,1610612744,119.0,0.472,0.721,0.267,24.0,49.0,1610612738,117.0,0.481,0.696,0.478,24.0,37.0,1,113.9,104.9,0.5,0.345,1
12813,2008-02-19,20700786,Final,1610612762,1610612744,2007,1610612762,119.0,0.536,0.913,0.5,31.0,45.0,1610612744,109.0,0.494,0.667,0.36,21.0,33.0,1,113.8,104.1,0.5,0.71,0
12830,2008-02-13,20700775,Final,1610612744,1610612756,2007,1610612744,120.0,0.542,0.615,0.381,26.0,34.0,1610612756,118.0,0.517,0.8079999999999999,0.3329999999999999,28.0,49.0,1,113.7,108.4,0.5,0.7240000000000001,1
12845,2008-02-11,20700757,Final,1610612744,1610612764,2007,1610612744,120.0,0.524,0.75,0.37,24.0,43.0,1610612764,117.0,0.467,0.885,0.476,19.0,43.0,1,113.6,95.5,0.5,0.5670000000000001,1
12859,2008-02-09,20700743,Final,1610612744,1610612758,2007,1610612744,105.0,0.418,0.667,0.226,21.0,49.0,1610612758,102.0,0.457,0.682,0.188,18.0,52.0,1,114.8,107.0,0.5,0.4639999999999999,1
12873,2008-02-07,20700725,Final,1610612744,1610612741,2007,1610612744,108.0,0.4320000000000001,0.905,0.25,19.0,41.0,1610612741,114.0,0.561,0.7290000000000001,0.556,22.0,47.0,0,114.5,92.8,0.5,0.613,0
12916,2008-02-01,20700686,Final,1610612744,1610612766,2007,1610612744,127.0,0.5479999999999999,0.833,0.556,32.0,43.0,1610612766,96.0,0.42,0.731,0.176,24.0,45.0,1,112.4,97.2,0.5,0.3,1
12926,2008-01-30,20700669,Final,1610612740,1610612744,2007,1610612740,103.0,0.436,0.75,0.3,25.0,49.0,1610612744,116.0,0.523,0.929,0.481,23.0,36.0,0,112.4,104.8,0.5,0.4,1
12937,2008-01-29,20700661,Final,1610612745,1610612744,2007,1610612745,111.0,0.4589999999999999,0.813,0.3329999999999999,28.0,50.0,1610612744,107.0,0.42,0.7,0.4,23.0,45.0,1,110.8,96.1,0.5,0.613,0
12953,2008-01-27,20700650,Final,1610612744,1610612752,2007,1610612744,106.0,0.435,0.7140000000000001,0.259,21.0,48.0,1610612752,104.0,0.449,0.8079999999999999,0.188,27.0,48.0,1,113.2,96.0,0.5,0.3939999999999999,1
12974,2008-01-24,20700624,Final,1610612744,1610612751,2007,1610612744,121.0,0.506,0.871,0.385,25.0,40.0,1610612751,119.0,0.4270000000000001,0.725,0.4,29.0,60.0,1,111.5,96.1,0.5,0.419,1
12997,2008-01-21,20700603,Final,1610612744,1610612750,2007,1610612744,108.0,0.435,0.727,0.313,21.0,45.0,1610612750,109.0,0.506,0.69,0.45,26.0,46.0,0,110.6,91.8,0.5,0.4639999999999999,0
13009,2008-01-19,20700589,Final,1610612749,1610612744,2007,1610612749,99.0,0.48,0.88,0.3329999999999999,23.0,29.0,1610612744,119.0,0.544,0.92,0.417,25.0,36.0,0,109.9,92.0,0.5,0.516,1
13023,2008-01-18,20700582,Final,1610612741,1610612744,2007,1610612741,111.0,0.5,0.611,0.474,25.0,41.0,1610612744,119.0,0.461,0.813,0.379,24.0,43.0,0,108.5,102.0,0.5,0.613,1
13030,2008-01-16,20700565,Final,1610612754,1610612744,2007,1610612754,125.0,0.4629999999999999,0.947,0.433,22.0,55.0,1610612744,117.0,0.429,0.757,0.314,28.0,35.0,1,108.8,100.0,0.5,0.531,0
13040,2008-01-15,20700559,Final,1610612750,1610612744,2007,1610612750,98.0,0.446,0.6920000000000001,0.429,17.0,49.0,1610612744,105.0,0.444,0.767,0.417,21.0,34.0,0,108.8,90.6,0.5,0.4639999999999999,1
13054,2008-01-13,20700545,Final,1610612744,1610612754,2007,1610612744,106.0,0.418,0.5710000000000001,0.242,21.0,50.0,1610612754,101.0,0.481,0.792,0.364,28.0,43.0,1,108.7,99.4,0.5,0.531,1
13072,2008-01-11,20700532,Final,1610612744,1610612763,2007,1610612744,116.0,0.516,0.75,0.4379999999999999,33.0,42.0,1610612763,104.0,0.455,0.667,0.3,18.0,42.0,1,106.6,93.3,0.5,0.2189999999999999,1
13086,2008-01-09,20700518,Final,1610612757,1610612744,2007,1610612757,109.0,0.46,0.889,0.4639999999999999,32.0,51.0,1610612744,91.0,0.3929999999999999,0.813,0.276,15.0,43.0,1,108.6,99.2,0.5,0.419,0
13098,2008-01-07,20700499,Final,1610612744,1610612759,2007,1610612744,130.0,0.516,0.88,0.452,25.0,44.0,1610612759,121.0,0.451,0.853,0.4,22.0,43.0,1,108.1,92.1,0.5,0.742,1
13124,2008-01-04,20700483,Final,1610612744,1610612740,2007,1610612744,104.0,0.532,0.556,0.304,26.0,35.0,1610612740,116.0,0.483,0.7829999999999999,0.444,26.0,45.0,0,106.4,96.2,0.5,0.4,0
13137,2008-01-02,20700466,Final,1610612742,1610612744,2007,1610612742,121.0,0.537,0.8440000000000001,0.5,28.0,50.0,1610612744,99.0,0.418,0.7190000000000001,0.435,16.0,35.0,1,107.3,94.9,0.5,0.774,0
13143,2007-12-31,20700452,Final,1610612745,1610612744,2007,1610612745,95.0,0.429,0.7929999999999999,0.286,17.0,34.0,1610612744,112.0,0.46,0.857,0.389,22.0,47.0,0,105.6,92.6,0.5,0.613,1
13150,2007-12-30,20700445,Final,1610612743,1610612744,2007,1610612743,95.0,0.345,0.7859999999999999,0.222,20.0,56.0,1610612744,105.0,0.435,0.75,0.3329999999999999,26.0,42.0,0,104.7,108.7,0.5,0.5710000000000001,1
13174,2007-12-28,20700433,Final,1610612744,1610612743,2007,1610612744,120.0,0.423,0.7829999999999999,0.389,29.0,43.0,1610612743,124.0,0.506,0.892,0.294,13.0,51.0,0,104.0,107.0,0.5,0.5710000000000001,0
13188,2007-12-26,20700418,Final,1610612744,1610612750,2007,1610612744,105.0,0.422,0.8079999999999999,0.258,26.0,43.0,1610612750,101.0,0.407,0.6859999999999999,0.368,18.0,51.0,1,105.5,94.3,0.5,0.4639999999999999,1
13194,2007-12-23,20700402,Final,1610612739,1610612744,2007,1610612739,96.0,0.411,0.643,0.211,21.0,47.0,1610612744,105.0,0.521,0.88,0.4379999999999999,18.0,40.0,0,107.0,91.7,0.5,0.586,1
13198,2007-12-22,20700392,Final,1610612751,1610612744,2007,1610612751,100.0,0.422,0.6,0.316,26.0,58.0,1610612744,95.0,0.386,0.84,0.24,16.0,39.0,1,109.2,94.7,0.5,0.419,0
13227,2007-12-19,20700373,Final,1610612750,1610612744,2007,1610612750,98.0,0.4479999999999999,0.765,0.368,22.0,45.0,1610612744,111.0,0.488,0.818,0.478,24.0,40.0,0,109.0,90.4,0.5,0.4639999999999999,1
13239,2007-12-17,20700358,Final,1610612763,1610612744,2007,1610612763,117.0,0.518,0.69,0.31,23.0,35.0,1610612744,125.0,0.534,0.8,0.292,24.0,52.0,0,107.8,101.8,0.5,0.2189999999999999,1
13243,2007-12-16,20700350,Final,1610612765,1610612744,2007,1610612765,109.0,0.506,0.833,0.389,23.0,47.0,1610612744,87.0,0.418,0.652,0.273,23.0,32.0,1,109.4,101.7,0.5,0.621,0
13269,2007-12-14,20700338,Final,1610612744,1610612747,2007,1610612744,108.0,0.444,0.8,0.48,19.0,43.0,1610612747,106.0,0.424,0.757,0.353,20.0,53.0,1,111.5,107.2,0.5,0.645,1
13281,2007-12-12,20700323,Final,1610612757,1610612744,2007,1610612757,105.0,0.4629999999999999,0.767,0.3329999999999999,26.0,42.0,1610612744,95.0,0.402,0.923,0.371,23.0,43.0,1,112.0,94.2,0.5,0.419,0
13290,2007-12-11,20700313,Final,1610612744,1610612759,2007,1610612744,96.0,0.392,0.722,0.259,22.0,46.0,1610612759,84.0,0.385,0.75,0.3329999999999999,17.0,51.0,1,114.7,105.5,0.5,0.742,1
13302,2007-12-09,20700300,Final,1610612747,1610612744,2007,1610612747,123.0,0.531,0.763,0.444,27.0,38.0,1610612744,113.0,0.4629999999999999,0.773,0.242,25.0,48.0,1,111.6,108.4,0.5,0.645,0
13319,2007-12-07,20700285,Final,1610612744,1610612748,2007,1610612744,120.0,0.415,0.857,0.375,21.0,40.0,1610612748,113.0,0.494,0.7140000000000001,0.462,21.0,57.0,1,110.4,94.9,0.5,0.433,1
13333,2007-12-05,20700271,Final,1610612744,1610612749,2007,1610612744,120.0,0.523,0.938,0.682,29.0,41.0,1610612749,90.0,0.402,0.68,0.231,19.0,44.0,1,109.0,97.0,0.5,0.516,1
13346,2007-12-03,20700255,Final,1610612744,1610612753,2007,1610612744,117.0,0.3779999999999999,0.774,0.225,28.0,54.0,1610612753,123.0,0.479,0.688,0.44,28.0,54.0,0,109.5,103.4,0.5,0.563,0
13353,2007-12-02,20700248,Final,1610612760,1610612744,2007,1610612760,96.0,0.414,0.759,0.2,14.0,52.0,1610612744,109.0,0.4270000000000001,0.667,0.423,24.0,53.0,0,109.0,98.0,0.5,0.406,1
13375,2007-11-29,20700223,Final,1610612744,1610612745,2007,1610612744,113.0,0.519,0.6859999999999999,0.389,22.0,45.0,1610612745,94.0,0.446,0.5670000000000001,0.2,25.0,41.0,1,109.2,94.5,0.5,0.613,1
13383,2007-11-28,20700218,Final,1610612758,1610612744,2007,1610612758,96.0,0.345,0.861,0.278,10.0,56.0,1610612744,103.0,0.416,0.8079999999999999,0.258,19.0,46.0,0,109.3,102.0,0.5,0.4639999999999999,1
13399,2007-11-26,20700203,Final,1610612744,1610612756,2007,1610612744,129.0,0.515,0.706,0.4639999999999999,31.0,39.0,1610612756,114.0,0.489,0.833,0.421,31.0,48.0,1,107.4,110.3,0.5,0.7240000000000001,1
13407,2007-11-24,20700184,Final,1610612755,1610612744,2007,1610612755,98.0,0.42,0.6579999999999999,0.455,22.0,47.0,1610612744,100.0,0.396,0.677,0.292,18.0,54.0,0,108.8,88.4,0.5,0.267,1
13415,2007-11-23,20700170,Final,1610612764,1610612744,2007,1610612764,115.0,0.512,0.6759999999999999,0.545,19.0,48.0,1610612744,123.0,0.511,0.652,0.516,27.0,42.0,0,106.1,99.0,0.5,0.5670000000000001,1
13428,2007-11-21,20700158,Final,1610612738,1610612744,2007,1610612738,105.0,0.481,0.7859999999999999,0.3329999999999999,26.0,52.0,1610612744,82.0,0.3329999999999999,0.7140000000000001,0.182,11.0,40.0,1,110.5,99.5,0.5,0.345,0
13444,2007-11-20,20700153,Final,1610612752,1610612744,2007,1610612752,82.0,0.392,0.696,0.2,15.0,52.0,1610612744,108.0,0.477,0.63,0.3,21.0,34.0,0,110.8,98.3,0.5,0.3939999999999999,1
13452,2007-11-18,20700141,Final,1610612761,1610612744,2007,1610612761,100.0,0.435,0.762,0.182,18.0,46.0,1610612744,106.0,0.471,0.667,0.276,20.0,47.0,0,109.1,100.3,0.5,0.419,1
13477,2007-11-16,20700130,Final,1610612744,1610612746,2007,1610612744,122.0,0.5,0.7809999999999999,0.368,28.0,52.0,1610612746,105.0,0.412,0.767,0.414,28.0,43.0,1,108.8,100.8,0.5,0.467,1
13492,2007-11-14,20700116,Final,1610612744,1610612765,2007,1610612744,104.0,0.411,0.619,0.382,24.0,44.0,1610612765,111.0,0.53,0.68,0.462,30.0,45.0,0,109.5,97.4,0.5,0.621,0
13533,2007-11-08,20700065,Final,1610612744,1610612742,2007,1610612744,115.0,0.494,0.5329999999999999,0.44,23.0,38.0,1610612742,120.0,0.5,0.867,0.417,25.0,49.0,0,106.7,101.4,0.5,0.774,0
13552,2007-11-06,20700053,Final,1610612744,1610612739,2007,1610612744,104.0,0.429,0.6920000000000001,0.3329999999999999,22.0,43.0,1610612739,108.0,0.471,0.68,0.375,30.0,47.0,0,106.4,85.4,0.5,0.586,0
13568,2007-11-03,20700034,Final,1610612762,1610612744,2007,1610612762,133.0,0.63,0.679,0.75,36.0,38.0,1610612744,110.0,0.506,0.708,0.419,23.0,30.0,1,107.9,96.4,0.5,0.71,0
13581,2007-11-02,20700027,Final,1610612746,1610612744,2007,1610612746,120.0,0.482,0.861,0.389,28.0,53.0,1610612744,114.0,0.4679999999999999,0.76,0.25,23.0,36.0,1,108.2,100.5,0.5,0.467,0
13595,2007-10-30,20700003,Final,1610612744,1610612762,2007,1610612744,96.0,0.416,0.684,0.261,19.0,37.0,1610612762,117.0,0.456,0.833,0.455,24.0,56.0,0,109.8,94.0,0.5,0.71,0
13614,2007-10-23,10700093,Final,1610612760,1610612744,2007,1610612760,122.0,0.41,0.778,0.421,29.0,58.0,1610612744,126.0,0.47,0.7879999999999999,0.3,22.0,54.0,0,108.3,93.7,0.5,0.406,1
13638,2007-10-18,10700065,Final,1610612759,1610612744,2007,1610612759,116.0,0.512,0.7809999999999999,0.417,20.0,52.0,1610612744,111.0,0.418,0.708,0.4,22.0,41.0,1,108.4,90.9,0.5,0.742,0
13659,2007-10-14,10700044,Final,1610612744,1610612746,2007,1610612744,89.0,0.3289999999999999,0.838,0.2,19.0,42.0,1610612746,99.0,0.402,0.8109999999999999,0.3329999999999999,28.0,59.0,0,109.8,99.9,0.5,0.467,0
13674,2007-10-11,10700026,Final,1610612747,1610612744,2007,1610612747,106.0,0.4679999999999999,0.7559999999999999,0.214,25.0,47.0,1610612744,119.0,0.4579999999999999,0.75,0.417,28.0,38.0,0,108.8,102.1,0.5,0.645,1
13687,2007-10-09,10700012,Final,1610612747,1610612744,2007,1610612747,110.0,0.39,0.86,0.31,22.0,49.0,1610612744,111.0,0.456,0.7859999999999999,0.318,23.0,43.0,0,107.6,102.2,0.5,0.645,1
13712,2007-05-15,40600225,Final,1610612762,1610612744,2006,1610612762,100.0,0.446,0.636,0.294,19.0,59.0,1610612744,87.0,0.364,0.862,0.2,14.0,35.0,1,108.6,102.1,0.5479999999999999,0.467,0
13716,2007-05-13,40600224,Final,1610612744,1610612762,2006,1610612744,101.0,0.405,0.618,0.308,14.0,36.0,1610612762,115.0,0.514,0.86,0.5,25.0,52.0,0,110.5,98.1,0.5479999999999999,0.467,0
13719,2007-05-11,40600223,Final,1610612744,1610612762,2006,1610612744,125.0,0.526,0.8,0.469,22.0,32.0,1610612762,105.0,0.474,0.758,0.429,24.0,44.0,1,109.1,97.7,0.5479999999999999,0.467,1
13721,2007-05-09,40600222,Final,1610612762,1610612744,2006,1610612762,127.0,0.529,0.848,0.4379999999999999,31.0,60.0,1610612744,117.0,0.422,0.703,0.375,15.0,32.0,1,109.5,98.0,0.5479999999999999,0.467,0
13725,2007-05-07,40600221,Final,1610612762,1610612744,2006,1610612762,116.0,0.477,0.75,0.348,24.0,54.0,1610612744,112.0,0.456,0.72,0.387,20.0,36.0,1,110.8,96.2,0.5479999999999999,0.467,0
13732,2007-05-03,40600146,Final,1610612744,1610612742,2006,1610612744,111.0,0.4679999999999999,0.767,0.467,24.0,53.0,1610612742,86.0,0.376,0.769,0.324,20.0,38.0,1,112.3,97.8,0.5479999999999999,0.733,1
13736,2007-05-01,40600145,Final,1610612742,1610612744,2006,1610612742,118.0,0.506,0.778,0.476,22.0,44.0,1610612744,112.0,0.47,0.6920000000000001,0.457,23.0,38.0,1,111.0,95.6,0.5479999999999999,0.733,0
13743,2007-04-29,40600144,Final,1610612744,1610612742,2006,1610612744,103.0,0.4589999999999999,0.622,0.387,16.0,34.0,1610612742,99.0,0.4379999999999999,0.769,0.36,18.0,49.0,1,112.3,94.3,0.5479999999999999,0.733,1
13750,2007-04-27,40600143,Final,1610612744,1610612742,2006,1610612744,109.0,0.481,0.735,0.261,16.0,46.0,1610612742,91.0,0.3879999999999999,0.6759999999999999,0.267,16.0,44.0,1,112.4,92.3,0.5479999999999999,0.733,1
13756,2007-04-25,40600142,Final,1610612742,1610612744,2006,1610612742,112.0,0.487,0.86,0.063,15.0,41.0,1610612744,99.0,0.474,0.852,0.2,9.0,34.0,1,114.7,90.8,0.5479999999999999,0.733,0
13765,2007-04-22,40600141,Final,1610612742,1610612744,2006,1610612742,85.0,0.353,0.76,0.316,16.0,50.0,1610612744,97.0,0.4320000000000001,0.773,0.3329999999999999,16.0,45.0,0,117.4,92.7,0.5479999999999999,0.733,1
13781,2007-04-18,20601228,Final,1610612757,1610612744,2006,1610612757,98.0,0.429,0.882,0.143,22.0,39.0,1610612744,120.0,0.527,0.684,0.379,37.0,44.0,0,114.3,91.2,0.5479999999999999,0.345,1
13789,2007-04-17,20601216,Final,1610612744,1610612742,2006,1610612744,111.0,0.417,0.8109999999999999,0.5,24.0,53.0,1610612742,82.0,0.368,0.706,0.1669999999999999,9.0,50.0,1,114.5,94.9,0.5479999999999999,0.733,1
13802,2007-04-15,20601198,Final,1610612744,1610612750,2006,1610612744,121.0,0.467,0.821,0.353,29.0,46.0,1610612750,108.0,0.429,0.8240000000000001,0.4,20.0,46.0,1,115.9,95.0,0.5479999999999999,0.519,1
13823,2007-04-13,20601184,Final,1610612758,1610612744,2006,1610612758,108.0,0.436,0.727,0.381,21.0,41.0,1610612744,125.0,0.484,0.733,0.3929999999999999,19.0,51.0,0,113.4,104.4,0.5479999999999999,0.414,1
13851,2007-04-09,20601156,Final,1610612744,1610612762,2006,1610612744,126.0,0.5529999999999999,0.7,0.524,29.0,45.0,1610612762,102.0,0.402,0.66,0.273,20.0,49.0,1,110.7,97.9,0.5479999999999999,0.467,1
13861,2007-04-07,20601137,Final,1610612759,1610612744,2006,1610612759,112.0,0.525,0.677,0.389,30.0,45.0,1610612744,99.0,0.426,0.5710000000000001,0.344,17.0,34.0,1,111.4,100.6,0.5479999999999999,0.774,0
13873,2007-04-06,20601127,Final,1610612763,1610612744,2006,1610612763,104.0,0.5,0.865,0.3329999999999999,14.0,37.0,1610612744,116.0,0.5,0.8,0.3329999999999999,29.0,34.0,0,111.5,102.6,0.5479999999999999,0.655,1
13889,2007-04-04,20601115,Final,1610612745,1610612744,2006,1610612745,99.0,0.413,0.759,0.405,19.0,49.0,1610612744,110.0,0.439,0.815,0.457,24.0,35.0,0,109.2,100.6,0.5479999999999999,0.357,1
13904,2007-04-01,20601093,Final,1610612744,1610612763,2006,1610612744,122.0,0.517,0.667,0.444,39.0,41.0,1610612763,117.0,0.487,0.8,0.4379999999999999,22.0,43.0,1,106.9,99.6,0.5479999999999999,0.655,1
13932,2007-03-29,20601071,Final,1610612744,1610612756,2006,1610612744,124.0,0.52,0.643,0.419,29.0,44.0,1610612756,119.0,0.517,0.69,0.409,32.0,41.0,1,105.5,107.2,0.5479999999999999,0.655,1
