,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_PERF,OPP_PERF,TEAM_WIN_PCT,OPP_WIN-PCT,WIN,TEAM_PTS,TEAM_AST,TEAM_REB,TEAM_FG,TEAM_FT,OPP_WINS
10,152,2022-12-02,22200336,Final,1610612744,1610612741,2022,1610612744,119.0,0.483,0.652,0.4,32.0,50.0,1610612741,111.0,0.462,0.667,0.333,28.0,44.0,1,119.0,112.7,0.794,0.697,1,119.0,32.0,50.0,0.483,119.0,0
11,168,2022-11-29,22200310,Final,1610612742,1610612744,2022,1610612742,116.0,0.462,0.63,0.341,21.0,39.0,1610612744,113.0,0.477,0.783,0.256,27.0,50.0,1,118.3,105.5,0.794,0.486,0,113.0,27.0,50.0,0.477,113.0,1
12,181,2022-11-27,22200291,Final,1610612750,1610612744,2022,1610612750,114.0,0.443,0.759,0.4,22.0,31.0,1610612744,137.0,0.575,0.85,0.426,36.0,47.0,0,116.2,115.1,0.794,0.457,1,137.0,36.0,47.0,0.575,137.0,0
13,205,2022-11-25,22200284,Final,1610612744,1610612762,2022,1610612744,129.0,0.515,0.833,0.444,33.0,49.0,1610612762,118.0,0.474,0.882,0.244,28.0,42.0,1,113.8,117.7,0.794,0.743,1,129.0,33.0,49.0,0.515,129.0,0
14,218,2022-11-23,22200271,Final,1610612744,1610612746,2022,1610612744,124.0,0.495,0.692,0.373,36.0,45.0,1610612746,107.0,0.453,0.667,0.379,22.0,43.0,1,114.3,110.2,0.794,0.5,1,124.0,36.0,45.0,0.495,124.0,0
15,228,2022-11-21,22200253,Final,1610612740,1610612744,2022,1610612740,128.0,0.538,0.714,0.357,30.0,50.0,1610612744,83.0,0.378,0.895,0.233,17.0,34.0,1,116.9,114.9,0.794,0.371,0,83.0,17.0,34.0,0.378,83.0,1
16,236,2022-11-20,22200245,Final,1610612745,1610612744,2022,1610612745,120.0,0.456,0.852,0.333,24.0,45.0,1610612744,127.0,0.535,0.733,0.511,38.0,40.0,0,115.6,106.7,0.794,0.278,1,127.0,38.0,40.0,0.535,127.0,0
17,252,2022-11-18,22200233,Final,1610612744,1610612752,2022,1610612744,111.0,0.451,0.55,0.36,32.0,51.0,1610612752,101.0,0.345,0.941,0.265,16.0,45.0,1,115.8,111.6,0.794,0.472,1,111.0,32.0,51.0,0.451,111.0,0
18,266,2022-11-16,22200220,Final,1610612756,1610612744,2022,1610612756,130.0,0.512,0.84,0.525,33.0,47.0,1610612744,119.0,0.457,1.0,0.429,30.0,40.0,1,116.2,113.2,0.794,0.771,0,119.0,30.0,40.0,0.457,119.0,1
19,278,2022-11-14,22200205,Final,1610612744,1610612759,2022,1610612744,132.0,0.534,0.938,0.511,35.0,40.0,1610612759,95.0,0.36,0.684,0.25,18.0,53.0,1,113.5,112.2,0.794,0.412,1,132.0,35.0,40.0,0.534,132.0,0
20,284,2022-11-13,22200197,Final,1610612758,1610612744,2022,1610612758,122.0,0.516,0.632,0.432,31.0,45.0,1610612744,115.0,0.467,0.938,0.34,27.0,43.0,1,115.0,117.1,0.794,0.405,0,115.0,27.0,43.0,0.467,115.0,1
21,300,2022-11-11,22200182,Final,1610612744,1610612739,2022,1610612744,106.0,0.488,0.786,0.417,29.0,44.0,1610612739,101.0,0.402,0.731,0.267,25.0,46.0,1,116.7,117.8,0.794,0.556,1,106.0,29.0,44.0,0.488,106.0,0
22,331,2022-11-07,22200156,Final,1610612744,1610612758,2022,1610612744,116.0,0.5,0.667,0.368,28.0,48.0,1610612758,113.0,0.407,0.862,0.35,24.0,43.0,1,117.4,115.7,0.794,0.405,1,116.0,28.0,48.0,0.5,116.0,0
23,354,2022-11-04,22200128,Final,1610612740,1610612744,2022,1610612740,114.0,0.506,0.69,0.414,24.0,37.0,1610612744,105.0,0.493,0.92,0.375,23.0,29.0,1,118.1,116.2,0.794,0.371,0,105.0,23.0,29.0,0.493,105.0,1
24,358,2022-11-03,22200118,Final,1610612753,1610612744,2022,1610612753,130.0,0.538,0.717,0.433,20.0,46.0,1610612744,129.0,0.515,0.667,0.442,31.0,35.0,1,118.3,107.0,0.794,0.194,0,129.0,31.0,35.0,0.515,129.0,1
25,372,2022-11-01,22200104,Final,1610612748,1610612744,2022,1610612748,116.0,0.455,1.0,0.381,32.0,39.0,1610612744,109.0,0.464,0.765,0.367,31.0,41.0,1,119.5,110.5,0.794,0.639,0,109.0,31.0,41.0,0.464,109.0,1
26,385,2022-10-30,22200091,Final,1610612765,1610612744,2022,1610612765,128.0,0.482,0.895,0.424,24.0,47.0,1610612744,114.0,0.424,0.96,0.308,23.0,42.0,1,118.5,106.5,0.794,0.152,0,114.0,23.0,42.0,0.424,114.0,1
27,391,2022-10-29,22200082,Final,1610612766,1610612744,2022,1610612766,120.0,0.422,0.774,0.323,32.0,55.0,1610612744,113.0,0.44,0.75,0.295,31.0,49.0,1,116.8,108.5,0.794,0.528,0,113.0,31.0,49.0,0.44,113.0,1
28,410,2022-10-27,22200068,Final,1610612744,1610612748,2022,1610612744,123.0,0.5,0.867,0.391,30.0,50.0,1610612748,110.0,0.443,0.818,0.326,25.0,31.0,1,114.8,110.2,0.794,0.639,1,123.0,30.0,50.0,0.5,123.0,0
29,425,2022-10-25,22200055,Final,1610612756,1610612744,2022,1610612756,134.0,0.511,0.824,0.414,31.0,48.0,1610612744,105.0,0.451,0.765,0.286,28.0,40.0,1,114.7,104.5,0.794,0.771,0,105.0,28.0,40.0,0.451,105.0,1
30,439,2022-10-23,22200042,Final,1610612744,1610612758,2022,1610612744,130.0,0.517,0.722,0.424,24.0,37.0,1610612758,125.0,0.47,0.8,0.256,31.0,51.0,1,112.4,109.9,0.794,0.405,1,130.0,24.0,37.0,0.517,130.0,0
31,459,2022-10-21,22200026,Final,1610612744,1610612743,2022,1610612744,123.0,0.477,0.889,0.341,34.0,35.0,1610612743,128.0,0.535,0.84,0.441,30.0,41.0,0,110.1,111.1,0.794,0.515,0,123.0,34.0,35.0,0.477,123.0,1
32,476,2022-10-18,22200002,Final,1610612744,1610612747,2022,1610612744,123.0,0.455,0.739,0.356,31.0,48.0,1610612747,109.0,0.426,0.76,0.25,23.0,48.0,1,108.5,110.0,0.794,0.486,1,123.0,31.0,48.0,0.455,123.0,0
33,484,2022-10-14,12200069,Final,1610612744,1610612743,2022,1610612744,112.0,0.435,0.846,0.238,33.0,41.0,1610612743,119.0,0.507,0.829,0.29,28.0,44.0,0,108.1,113.8,0.794,0.515,0,112.0,33.0,41.0,0.435,112.0,1
34,500,2022-10-11,12200051,Final,1610612744,1610612757,2022,1610612744,131.0,0.5,0.846,0.405,32.0,49.0,1610612757,98.0,0.386,0.73,0.28,18.0,43.0,1,107.0,94.8,0.794,0.371,1,131.0,32.0,49.0,0.5,131.0,0
35,507,2022-10-09,12200040,Final,1610612744,1610612747,2022,1610612744,121.0,0.477,0.706,0.333,22.0,45.0,1610612747,124.0,0.5,0.944,0.436,24.0,38.0,0,105.8,111.5,0.794,0.486,0,121.0,22.0,45.0,0.477,121.0,1
36,536,2022-10-02,12200004,Final,1610612744,1610612764,2022,1610612744,104.0,0.458,0.667,0.41,29.0,47.0,1610612764,95.0,0.353,0.9,0.242,23.0,46.0,1,106.3,110.3,0.794,0.514,1,104.0,29.0,47.0,0.458,104.0,0
37,541,2022-09-30,12200001,Final,1610612764,1610612744,2022,1610612764,87.0,0.369,0.633,0.171,20.0,44.0,1610612744,96.0,0.367,0.775,0.269,18.0,62.0,0,109.3,111.6,0.794,0.514,1,96.0,18.0,62.0,0.367,96.0,0
38,542,2022-06-16,42100406,Final,1610612738,1610612744,2021,1610612738,90.0,0.425,0.917,0.393,27.0,41.0,1610612744,103.0,0.413,1.0,0.413,27.0,44.0,0,110.2,101.6,0.5,0.6,1,103.0,27.0,44.0,0.413,103.0,0
39,543,2022-06-13,42100405,Final,1610612744,1610612738,2021,1610612744,104.0,0.466,0.867,0.225,23.0,39.0,1610612738,94.0,0.413,0.677,0.344,18.0,47.0,1,110.8,104.9,0.5,0.6,1,104.0,23.0,39.0,0.466,104.0,0
40,544,2022-06-10,42100404,Final,1610612738,1610612744,2021,1610612738,97.0,0.4,0.737,0.395,22.0,42.0,1610612744,107.0,0.44,0.8,0.349,20.0,55.0,0,109.6,105.9,0.5,0.6,1,107.0,20.0,55.0,0.44,107.0,0
41,545,2022-06-08,42100403,Final,1610612738,1610612744,2021,1610612738,116.0,0.483,0.708,0.371,28.0,47.0,1610612744,100.0,0.462,0.867,0.375,22.0,31.0,1,109.7,105.2,0.5,0.6,0,100.0,22.0,31.0,0.462,100.0,1
42,546,2022-06-05,42100402,Final,1610612744,1610612738,2021,1610612744,107.0,0.453,0.7,0.405,25.0,42.0,1610612738,88.0,0.375,0.765,0.405,24.0,43.0,1,113.2,107.2,0.5,0.6,1,107.0,25.0,42.0,0.453,107.0,0
43,547,2022-06-02,42100401,Final,1610612744,1610612738,2021,1610612744,108.0,0.443,0.733,0.422,24.0,39.0,1610612738,120.0,0.506,0.813,0.512,33.0,39.0,0,112.5,105.9,0.5,0.6,0,108.0,24.0,39.0,0.443,108.0,1
44,550,2022-05-26,42100315,Final,1610612744,1610612742,2021,1610612744,120.0,0.511,1.0,0.389,36.0,51.0,1610612742,110.0,0.451,0.76,0.405,22.0,34.0,1,112.2,106.2,0.5,0.25,1,120.0,36.0,51.0,0.511,120.0,0
45,552,2022-05-24,42100314,Final,1610612742,1610612744,2021,1610612742,119.0,0.5,0.773,0.465,30.0,45.0,1610612744,109.0,0.488,0.654,0.357,26.0,42.0,1,111.5,105.7,0.5,0.25,0,109.0,26.0,42.0,0.488,109.0,1
46,554,2022-05-22,42100313,Final,1610612742,1610612744,2021,1610612742,100.0,0.4,0.794,0.289,18.0,33.0,1610612744,109.0,0.469,0.88,0.344,28.0,47.0,0,112.7,105.5,0.5,0.25,1,109.0,28.0,47.0,0.469,109.0,0
47,556,2022-05-20,42100312,Final,1610612744,1610612742,2021,1610612744,126.0,0.561,0.8,0.5,33.0,43.0,1610612742,117.0,0.474,0.759,0.467,22.0,30.0,1,111.9,104.0,0.5,0.25,1,126.0,33.0,43.0,0.561,126.0,0
48,558,2022-05-18,42100311,Final,1610612744,1610612742,2021,1610612744,112.0,0.561,0.625,0.345,24.0,51.0,1610612742,87.0,0.36,0.667,0.229,14.0,35.0,1,113.3,105.2,0.5,0.25,1,112.0,24.0,51.0,0.561,112.0,0
49,563,2022-05-13,42100236,Final,1610612744,1610612763,2021,1610612744,110.0,0.394,0.727,0.377,24.0,70.0,1610612763,96.0,0.354,0.65,0.417,21.0,44.0,1,114.6,113.7,0.5,0.25,1,110.0,24.0,70.0,0.394,110.0,0
50,567,2022-05-11,42100235,Final,1610612763,1610612744,2021,1610612763,134.0,0.475,0.733,0.439,37.0,55.0,1610612744,95.0,0.45,0.692,0.359,22.0,37.0,1,117.9,112.0,0.5,0.25,0,95.0,22.0,37.0,0.45,95.0,1
51,571,2022-05-09,42100234,Final,1610612744,1610612763,2021,1610612744,101.0,0.4,0.909,0.243,25.0,54.0,1610612763,98.0,0.417,0.6,0.257,25.0,48.0,1,117.8,113.2,0.5,0.25,1,101.0,25.0,54.0,0.4,101.0,0
52,575,2022-05-07,42100233,Final,1610612744,1610612763,2021,1610612744,142.0,0.624,0.905,0.531,34.0,38.0,1610612763,112.0,0.435,0.762,0.372,21.0,30.0,1,116.4,116.1,0.5,0.25,1,142.0,34.0,38.0,0.624,142.0,0
53,581,2022-05-03,42100232,Final,1610612763,1610612744,2021,1610612763,106.0,0.396,0.952,0.311,17.0,49.0,1610612744,101.0,0.421,0.778,0.184,27.0,52.0,1,117.2,116.4,0.5,0.25,0,101.0,27.0,52.0,0.421,101.0,1
54,585,2022-05-01,42100231,Final,1610612763,1610612744,2021,1610612763,116.0,0.432,0.75,0.4,26.0,46.0,1610612744,117.0,0.484,0.65,0.368,31.0,52.0,0,116.6,116.3,0.5,0.25,1,117.0,31.0,52.0,0.484,117.0,0
55,591,2022-04-27,42100165,Final,1610612744,1610612743,2021,1610612744,102.0,0.451,0.714,0.419,28.0,37.0,1610612743,98.0,0.444,0.69,0.207,26.0,50.0,1,116.7,119.6,0.5,0.25,1,102.0,28.0,37.0,0.451,102.0,0
56,599,2022-04-24,42100164,Final,1610612743,1610612744,2021,1610612743,126.0,0.562,0.806,0.484,28.0,33.0,1610612744,121.0,0.5,0.719,0.353,26.0,36.0,1,114.1,118.3,0.5,0.25,0,121.0,26.0,36.0,0.5,121.0,1
57,611,2022-04-21,42100163,Final,1610612743,1610612744,2021,1610612743,113.0,0.5,0.815,0.423,25.0,44.0,1610612744,118.0,0.554,0.643,0.45,29.0,30.0,0,113.8,118.3,0.5,0.25,1,118.0,29.0,30.0,0.554,118.0,0
58,620,2022-04-18,42100162,Final,1610612744,1610612743,2021,1610612744,126.0,0.548,0.708,0.425,27.0,35.0,1610612743,106.0,0.425,0.905,0.361,20.0,47.0,1,112.2,120.7,0.5,0.25,1,126.0,27.0,35.0,0.548,126.0,0
59,628,2022-04-16,42100161,Final,1610612744,1610612743,2021,1610612744,123.0,0.524,0.724,0.457,33.0,41.0,1610612743,107.0,0.462,0.769,0.314,26.0,35.0,1,111.7,122.7,0.5,0.25,1,123.0,33.0,41.0,0.524,123.0,0
60,647,2022-04-10,22101225,Final,1610612740,1610612744,2021,1610612740,107.0,0.424,0.75,0.35,24.0,42.0,1610612744,128.0,0.605,0.846,0.576,33.0,41.0,0,107.9,114.3,0.5,0.6,1,128.0,33.0,41.0,0.605,128.0,0
61,652,2022-04-09,22101215,Final,1610612759,1610612744,2021,1610612759,94.0,0.4,0.741,0.323,19.0,41.0,1610612744,100.0,0.407,0.788,0.25,23.0,51.0,0,108.7,115.5,0.5,0.5,1,100.0,23.0,51.0,0.407,100.0,0
62,669,2022-04-07,22101202,Final,1610612744,1610612747,2021,1610612744,128.0,0.526,1.0,0.5,39.0,45.0,1610612747,112.0,0.446,0.763,0.281,14.0,42.0,1,104.7,116.5,0.5,0.6,1,128.0,39.0,45.0,0.526,128.0,0
63,698,2022-04-03,22101176,Final,1610612758,1610612744,2021,1610612758,90.0,0.383,0.875,0.212,19.0,35.0,1610612744,109.0,0.519,0.733,0.471,29.0,47.0,0,106.4,115.1,0.5,0.6,1,109.0,29.0,47.0,0.519,109.0,0
64,704,2022-04-02,22101165,Final,1610612744,1610612762,2021,1610612744,111.0,0.476,0.917,0.417,30.0,41.0,1610612762,107.0,0.427,0.727,0.326,19.0,47.0,1,107.5,110.6,0.5,0.5,1,111.0,30.0,41.0,0.476,111.0,0
65,729,2022-03-30,22101145,Final,1610612744,1610612756,2021,1610612744,103.0,0.422,0.8,0.342,26.0,48.0,1610612756,107.0,0.413,0.8,0.25,20.0,46.0,0,108.5,125.8,0.5,0.8,0,103.0,26.0,48.0,0.422,103.0,1
66,743,2022-03-28,22101129,Final,1610612763,1610612744,2021,1610612763,123.0,0.467,0.714,0.4,26.0,52.0,1610612744,95.0,0.407,0.769,0.31,18.0,40.0,1,110.2,124.1,0.5,0.25,0,95.0,18.0,40.0,0.407,95.0,1
67,747,2022-03-27,22101117,Final,1610612764,1610612744,2021,1610612764,123.0,0.524,0.864,0.571,33.0,42.0,1610612744,115.0,0.427,0.795,0.242,20.0,46.0,1,111.1,108.0,0.5,0.0,0,115.0,20.0,46.0,0.427,115.0,1
68,762,2022-03-25,22101102,Final,1610612737,1610612744,2021,1610612737,121.0,0.517,0.789,0.378,27.0,44.0,1610612744,110.0,0.478,0.769,0.341,27.0,47.0,1,111.7,114.6,0.5,0.75,0,110.0,27.0,47.0,0.478,110.0,1
69,776,2022-03-23,22101088,Final,1610612748,1610612744,2021,1610612748,104.0,0.435,0.762,0.389,26.0,34.0,1610612744,118.0,0.519,0.852,0.417,23.0,45.0,0,111.2,109.6,0.5,0.5,1,118.0,23.0,45.0,0.519,118.0,0
70,783,2022-03-22,22101080,Final,1610612753,1610612744,2021,1610612753,94.0,0.43,0.8,0.278,25.0,39.0,1610612744,90.0,0.4,0.688,0.344,21.0,48.0,1,113.6,107.0,0.5,0.8,0,90.0,21.0,48.0,0.4,90.0,1
71,804,2022-03-20,22101070,Final,1610612744,1610612759,2021,1610612744,108.0,0.456,0.714,0.333,26.0,57.0,1610612759,110.0,0.388,0.76,0.375,25.0,44.0,0,112.9,111.9,0.5,0.5,0,108.0,26.0,57.0,0.456,108.0,1
72,831,2022-03-16,22101042,Final,1610612744,1610612738,2021,1610612744,88.0,0.372,0.813,0.229,19.0,38.0,1610612738,110.0,0.469,0.864,0.375,23.0,53.0,0,117.3,113.4,0.5,0.6,0,88.0,19.0,38.0,0.372,88.0,1
73,843,2022-03-14,22101025,Final,1610612744,1610612764,2021,1610612744,126.0,0.536,0.818,0.4,26.0,44.0,1610612764,112.0,0.512,0.783,0.385,28.0,35.0,1,116.3,116.3,0.5,0.0,1,126.0,26.0,44.0,0.536,126.0,0
74,858,2022-03-12,22101008,Final,1610612744,1610612749,2021,1610612744,122.0,0.484,0.933,0.4,33.0,55.0,1610612749,109.0,0.413,0.696,0.386,27.0,39.0,1,114.5,124.4,0.5,0.4,1,122.0,33.0,55.0,0.484,122.0,0
75,873,2022-03-10,22100994,Final,1610612743,1610612744,2021,1610612743,102.0,0.417,0.781,0.226,19.0,49.0,1610612744,113.0,0.477,0.75,0.333,26.0,36.0,0,114.9,120.3,0.5,0.25,1,113.0,26.0,36.0,0.477,113.0,0
76,891,2022-03-08,22100980,Final,1610612744,1610612746,2021,1610612744,112.0,0.478,0.846,0.382,33.0,51.0,1610612746,97.0,0.355,0.826,0.308,23.0,47.0,1,115.1,110.3,0.5,0.8,1,112.0,33.0,51.0,0.478,112.0,0
77,898,2022-03-07,22100528,Final,1610612743,1610612744,2021,1610612743,131.0,0.548,0.707,0.313,39.0,41.0,1610612744,124.0,0.511,0.739,0.425,29.0,41.0,1,111.2,117.8,0.5,0.25,0,124.0,29.0,41.0,0.511,124.0,1
78,913,2022-03-05,22100959,Final,1610612747,1610612744,2021,1610612747,124.0,0.494,0.857,0.439,25.0,47.0,1610612744,116.0,0.5,0.474,0.441,22.0,41.0,1,110.6,108.6,0.5,0.6,0,116.0,22.0,41.0,0.5,116.0,1
79,927,2022-03-03,22100943,Final,1610612742,1610612744,2021,1610612742,122.0,0.529,0.75,0.459,29.0,32.0,1610612744,113.0,0.543,0.769,0.5,26.0,37.0,1,111.9,109.2,0.5,0.25,0,113.0,26.0,37.0,0.543,113.0,1
80,942,2022-03-01,22100930,Final,1610612750,1610612744,2021,1610612750,129.0,0.528,0.826,0.4,27.0,42.0,1610612744,114.0,0.456,0.864,0.289,26.0,40.0,1,112.9,118.7,0.5,0.5,0,114.0,26.0,40.0,0.456,114.0,1
81,956,2022-02-27,22100917,Final,1610612744,1610612742,2021,1610612744,101.0,0.429,0.6,0.282,27.0,44.0,1610612742,107.0,0.5,0.8,0.382,16.0,45.0,0,115.0,109.8,0.5,0.25,0,101.0,27.0,44.0,0.429,101.0,1
82,980,2022-02-24,22100894,Final,1610612757,1610612744,2021,1610612757,95.0,0.392,0.828,0.257,16.0,31.0,1610612744,132.0,0.511,0.844,0.366,36.0,46.0,0,112.8,105.1,0.5,0.5,1,132.0,36.0,46.0,0.511,132.0,0
83,996,2022-02-16,22100883,Final,1610612744,1610612743,2021,1610612744,116.0,0.517,0.667,0.294,26.0,37.0,1610612743,117.0,0.473,0.81,0.389,27.0,48.0,0,113.6,116.5,0.5,0.25,0,116.0,26.0,37.0,0.517,116.0,1
84,1013,2022-02-14,22100866,Final,1610612746,1610612744,2021,1610612746,119.0,0.565,0.533,0.441,25.0,43.0,1610612744,104.0,0.453,0.769,0.39,23.0,38.0,1,116.2,110.9,0.5,0.8,0,104.0,23.0,38.0,0.453,104.0,1
85,1025,2022-02-12,22100854,Final,1610612744,1610612747,2021,1610612744,117.0,0.444,0.735,0.316,24.0,50.0,1610612747,115.0,0.466,0.667,0.407,25.0,48.0,1,113.9,108.7,0.5,0.6,1,117.0,24.0,50.0,0.444,117.0,0
86,1040,2022-02-10,22100837,Final,1610612744,1610612752,2021,1610612744,114.0,0.462,0.882,0.333,27.0,38.0,1610612752,116.0,0.433,0.727,0.389,24.0,51.0,0,113.0,105.6,0.5,0.4,0,114.0,27.0,38.0,0.462,114.0,1
87,1044,2022-02-09,22100828,Final,1610612762,1610612744,2021,1610612762,111.0,0.461,0.706,0.333,26.0,52.0,1610612744,85.0,0.359,0.765,0.372,17.0,35.0,1,116.2,108.1,0.5,0.5,0,85.0,17.0,35.0,0.359,85.0,1
88,1060,2022-02-07,22100813,Final,1610612760,1610612744,2021,1610612760,98.0,0.411,0.765,0.306,21.0,50.0,1610612744,110.0,0.5,0.765,0.349,30.0,40.0,0,115.4,102.0,0.5,0.25,1,110.0,30.0,40.0,0.5,110.0,0
89,1089,2022-02-03,22100785,Final,1610612744,1610612758,2021,1610612744,126.0,0.56,0.75,0.476,27.0,40.0,1610612758,114.0,0.525,0.826,0.355,29.0,25.0,1,112.7,110.9,0.5,0.6,1,126.0,27.0,40.0,0.56,126.0,0
90,1105,2022-02-01,22100771,Final,1610612759,1610612744,2021,1610612759,120.0,0.554,0.706,0.485,33.0,34.0,1610612744,124.0,0.448,1.0,0.435,30.0,46.0,0,114.1,113.1,0.5,0.5,1,124.0,30.0,46.0,0.448,124.0,0
91,1113,2022-01-31,22100764,Final,1610612745,1610612744,2021,1610612745,108.0,0.429,0.69,0.372,25.0,37.0,1610612744,122.0,0.538,0.826,0.425,23.0,41.0,0,111.8,111.3,0.5,0.333,1,122.0,23.0,41.0,0.538,122.0,0
92,1128,2022-01-29,22100750,Final,1610612744,1610612751,2021,1610612744,110.0,0.408,0.889,0.311,24.0,55.0,1610612751,106.0,0.398,0.81,0.393,21.0,52.0,1,111.6,115.7,0.5,0.6,1,110.0,24.0,55.0,0.408,110.0,0
93,1141,2022-01-27,22100734,Final,1610612744,1610612750,2021,1610612744,124.0,0.537,0.714,0.583,31.0,47.0,1610612750,115.0,0.442,0.778,0.227,22.0,41.0,1,108.8,120.5,0.5,0.5,1,124.0,31.0,47.0,0.537,124.0,0
94,1159,2022-01-25,22100720,Final,1610612744,1610612742,2021,1610612744,130.0,0.533,0.833,0.395,31.0,58.0,1610612742,92.0,0.352,1.0,0.25,17.0,39.0,1,105.4,105.8,0.5,0.25,1,130.0,31.0,58.0,0.533,130.0,0
95,1175,2022-01-23,22100708,Final,1610612744,1610612762,2021,1610612744,94.0,0.434,0.9,0.31,19.0,40.0,1610612762,92.0,0.383,0.826,0.314,17.0,51.0,1,104.2,110.0,0.5,0.5,1,94.0,19.0,40.0,0.434,94.0,0
96,1189,2022-01-21,22100694,Final,1610612744,1610612745,2021,1610612744,105.0,0.481,0.773,0.333,25.0,41.0,1610612745,103.0,0.427,0.85,0.286,25.0,39.0,1,105.2,113.4,0.5,0.333,1,105.0,25.0,41.0,0.481,105.0,0
97,1192,2022-01-20,22100683,Final,1610612744,1610612754,2021,1610612744,117.0,0.447,0.828,0.214,28.0,53.0,1610612754,121.0,0.432,0.706,0.429,23.0,48.0,0,105.8,108.6,0.5,0.8,0,117.0,28.0,53.0,0.447,117.0,1
98,1207,2022-01-18,22100667,Final,1610612744,1610612765,2021,1610612744,102.0,0.41,0.741,0.333,26.0,54.0,1610612765,86.0,0.353,0.708,0.265,18.0,50.0,1,104.2,103.7,0.5,0.0,1,102.0,26.0,54.0,0.41,102.0,0
99,1222,2022-01-16,22100652,Final,1610612750,1610612744,2021,1610612750,119.0,0.495,0.65,0.372,30.0,47.0,1610612744,99.0,0.39,0.759,0.31,20.0,47.0,1,105.9,113.6,0.5,0.5,0,99.0,20.0,47.0,0.39,99.0,1
100,1238,2022-01-14,22100637,Final,1610612741,1610612744,2021,1610612741,96.0,0.425,0.667,0.263,26.0,36.0,1610612744,138.0,0.564,0.765,0.452,39.0,47.0,0,103.4,117.8,0.5,0.4,1,138.0,39.0,47.0,0.564,138.0,0
101,1243,2022-01-13,22100627,Final,1610612749,1610612744,2021,1610612749,118.0,0.512,0.667,0.439,29.0,54.0,1610612744,99.0,0.347,0.708,0.333,20.0,49.0,1,104.8,116.1,0.5,0.4,0,99.0,20.0,49.0,0.347,99.0,1
